id,lead_id,unit_value,unit_location,expected_value,actual_value,date_of_reservation,reservation_update_date,date_of_contraction,property_type_id,area_id,compound_id,sale_category,years_of_payment,property_type
10899,309,5842424.0,,,5842424.0,,,2023-12-21 11:38:00,21,2.0,1037.0,Primary,8.0,Apartment
10906,309,4951128.0,,,4951128.0,,,2023-12-21 12:07:00,21,2.0,1037.0,Primary,8.0,Apartment
10902,309,6847904.0,,,6847904.0,,,2023-12-21 11:59:00,21,2.0,1037.0,Primary,8.0,Apartment
9695,321929,4694300.0,Mostakbal City,4694300.0,,2023-10-30 00:00:00,2023-11-09 11:00:00,2023-11-30 00:00:00,21,10.0,973.0,Primary,8.0,Apartment
8397,282842,4150000.0,North Coast,4150000.0,,2023-08-27 00:00:00,2023-08-28 08:21:00,2023-09-12 00:00:00,5,3.0,522.0,Primary,8.0,Chalet
7117,220947,3553000.0,Mostakbal City,3553000.0,3553000.0,2023-05-24 00:00:00,2023-05-30 00:00:00,2023-06-07 00:00:00,21,10.0,353.0,Primary,9.0,Apartment
11733,358287,7747320.0,6th of October City,8000000.0,,2024-02-04 00:00:00,,2024-02-06 00:00:00,21,1.0,1041.0,Primary,8.0,Apartment
571,22532,2700000.0,Jayd,,,2020-04-27 00:00:00,,2020-05-05 00:00:00,21,,,,,Apartment
11068,381701,2560972.0,6th of October City,,2560972.0,2023-12-26 00:00:00,,2023-12-28 00:00:00,21,1.0,223.0,Resale Seller,0.0,Apartment
10584,352824,5018000.0,El Sheikh Zayed,10000000.0,5018000.0,2023-12-18 00:00:00,2023-12-19 09:50:00,2024-02-03 00:00:00,10,26.0,1065.0,Developer Commercial Sale,6.0,Retail
610,22586,2096851.0,The Axis,,,2020-07-06 00:00:00,,2020-07-21 00:00:00,21,,,,,Apartment
10225,345316,11275245.0,Mostakbal City,,11275245.0,2023-11-21 00:00:00,2023-11-21 18:39:00,2023-12-07 00:00:00,3,10.0,996.0,Primary,8.0,Duplex
7298,207920,2507582.0,New Capital City,,2507582.0,2023-05-30 00:00:00,2023-05-30 00:00:00,2023-07-09 00:00:00,21,9.0,372.0,Primary,7.0,Apartment
11098,253591,11904000.0,New Cairo,,11904000.0,2023-12-31 00:00:00,,2023-12-31 00:00:00,21,2.0,1046.0,Primary,8.0,Apartment
7706,252816,5406000.0,North Coast,6000000.0,,2023-07-31 00:00:00,2023-08-02 00:00:00,2023-08-15 00:00:00,5,3.0,221.0,Primary,7.0,Chalet
9870,339735,4228848.0,El Sheikh Zayed,4200000.0,,2023-11-06 00:00:00,,2023-11-14 00:00:00,13,26.0,920.0,Developer Commercial Sale,7.0,Clinic
10741,352956,6442000.0,6th of October City,,6442000.0,2023-12-14 00:00:00,,2023-12-14 00:00:00,21,1.0,1041.0,Primary,8.0,Apartment
10227,345316,17046770.0,Mostakbal City,,17046770.0,2023-11-21 00:00:00,2023-11-21 18:42:00,2023-12-07 00:00:00,7,10.0,996.0,Primary,8.0,Townhouse
10168,178193,,El Sheikh Zayed,4000000.0,,,,,21,26.0,1072.0,,,Apartment
10591,361917,5294245.0,New Capital City,,5294245.0,2023-12-03 00:00:00,,2023-12-07 00:00:00,21,9.0,1058.0,Primary,10.0,Apartment
9900,293804,12922000.0,New Cairo,,12922000.0,2023-11-07 00:00:00,2023-11-07 20:52:00,2023-12-14 00:00:00,8,2.0,345.0,Developer Commercial Sale,8.0,Office
11747,269769,,New Cairo,60000000.0,,,,,1,2.0,1077.0,,,Villa
11438,49579,18242000.0,North Coast,,17394000.0,2024-01-20 00:00:00,2024-01-21 12:32:00,2024-01-27 00:00:00,5,3.0,761.0,Primary,8.0,Chalet
4011,145090,3792000.0,El Sheikh Zayed,3800000.0,3792000.0,2023-01-11 00:00:00,,2023-01-16 00:00:00,21,26.0,823.0,Primary,10.0,Apartment
4052,170934,3240000.0,El Sheikh Zayed,3093200.0,3240000.0,2023-01-17 00:00:00,2023-01-18 00:00:00,2023-02-14 00:00:00,21,26.0,823.0,Primary,9.0,Apartment
11440,396561,,Cairo,4000000.0,,,,,21,29.0,1084.0,,,Apartment
11564,308233,,New Cairo,9455884.0,,,,,3,2.0,147.0,,,Duplex
10250,76584,,Mostakbal City,8200000.0,,,,,8,10.0,908.0,,,Office
7547,240284,4154159.0,New Capital City,,4154159.0,2023-06-21 00:00:00,2023-06-21 00:00:00,2023-06-25 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
7548,240284,4043381.0,New Capital City,,4043381.0,2023-06-21 00:00:00,2023-06-21 00:00:00,2023-06-25 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
9664,128762,2013677.0,New Cairo,2000000.0,,2023-11-09 00:00:00,,2023-11-10 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
9597,315786,5936200.0,New Cairo,,5936195.0,2023-10-25 00:00:00,2023-10-26 15:02:00,2023-10-29 00:00:00,21,2.0,913.0,Primary,9.0,Apartment
11254,49579,,North Coast,15000000.0,,,,,5,3.0,510.0,,,Chalet
10238,349819,15000000.0,New Cairo,,15000000.0,2023-11-22 00:00:00,,2023-11-22 00:00:00,8,2.0,215.0,Developer Commercial Sale,0.0,Office
6129,178204,3971714.0,New Capital City,,3971714.0,2023-03-05 00:00:00,2023-03-05 00:00:00,2023-03-08 00:00:00,21,9.0,181.0,Primary,6.0,Apartment
11578,346150,,Mostakbal City,8000000.0,,,,,21,10.0,1104.0,,,Apartment
9877,272924,5654371.0,North Coast,,5654371.0,2023-11-06 00:00:00,2023-11-07 09:47:00,2023-11-16 00:00:00,5,3.0,929.0,Primary,8.0,Chalet
11448,394331,25676000.0,6th of October City,,25676000.0,2024-01-21 00:00:00,2024-01-21 15:19:00,2024-01-31 00:00:00,10,1.0,705.0,Developer Commercial Sale,6.0,Retail
10486,335368,,6th of October City,3500000.0,,,,,21,1.0,411.0,,,Apartment
11261,376286,,New Capital City,4500000.0,,,,,21,9.0,1099.0,,,Apartment
11201,356,13443000.0,,,13443000.0,,,2024-01-10 11:45:00,21,26.0,274.0,Primary,8.0,Apartment
2331,96510,3195206.0,New Capital City,,,2022-05-22 00:00:00,,2022-05-23 00:00:00,21,9.0,252.0,Primary,,Apartment
11766,293804,,New Cairo,20000000.0,,,,,8,2.0,636.0,,,Office
10797,373400,3316546.0,New Capital City,3300000.0,,2023-12-19 00:00:00,,2024-01-21 00:00:00,21,9.0,372.0,Primary,3.0,Apartment
11454,3403,20964312.0,6th of October City,,20964312.0,2024-01-21 00:00:00,2024-01-21 19:23:00,2024-01-27 00:00:00,7,1.0,386.0,Primary,7.0,Townhouse
9242,317637,5816106.0,Mostakbal City,5000000.0,,2023-10-31 00:00:00,2023-11-01 13:53:00,2023-11-20 00:00:00,21,10.0,996.0,Primary,8.0,Apartment
10883,346029,9574109.0,New Cairo,10000000.0,,2023-12-20 00:00:00,,2024-01-21 00:00:00,3,2.0,147.0,Primary,8.0,Duplex
11577,400943,,New Cairo,22000000.0,,,,,7,2.0,1113.0,,,Townhouse
11767,334378,8487531.0,Ain Sokhna,,8487531.0,2024-02-04 00:00:00,,2024-02-04 00:00:00,5,4.0,315.0,Primary,10.0,Chalet
11579,346150,,Mostakbal City,7000000.0,,,,,21,10.0,996.0,,,Apartment
10278,353932,7764900.0,New Cairo,8000000.0,,2024-01-10 00:00:00,,2024-01-11 00:00:00,21,2.0,186.0,Primary,8.0,Apartment
11771,386025,,Mostakbal City,7000000.0,,,,,21,10.0,996.0,,,Apartment
9140,300590,4833998.0,New Capital City,,4833998.0,2023-10-04 00:00:00,,2023-10-05 00:00:00,20,9.0,604.0,Primary,4.0,Serviced Apartment
8513,293919,18437000.0,El Sheikh Zayed,13000000.0,,2023-09-20 00:00:00,2023-09-22 09:46:00,2023-12-04 00:00:00,4,26.0,877.0,Primary,7.0,Penthouse
10705,274,18236000.0,,,18236000.0,,,2023-12-13 14:52:00,21,26.0,274.0,Primary,8.0,Apartment
11152,253591,6841000.0,North Coast,,6841000.0,2024-01-05 00:00:00,2024-01-06 14:55:00,2024-01-09 00:00:00,5,3.0,505.0,Primary,8.0,Chalet
9175,158402,10584000.0,North Coast,10500000.0,,2023-10-08 00:00:00,2023-10-12 17:17:00,2023-10-22 00:00:00,5,3.0,759.0,Primary,8.0,Chalet
11268,358899,6075990.0,New Capital City,,6075990.0,2024-01-14 00:00:00,,2024-01-14 00:00:00,21,9.0,874.0,Primary,4.0,Apartment
11571,271541,6674000.0,Mostakbal City,,6674000.0,2024-01-27 00:00:00,,2024-01-28 00:00:00,21,10.0,973.0,Primary,7.0,Apartment
11089,1844,2108306.0,New Cairo,,2108306.0,2023-12-26 00:00:00,,2023-12-30 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
10503,241,14407000.0,,,14407000.0,,,2023-12-05 10:45:00,21,26.0,877.0,Primary,8.0,Apartment
8472,286696,13436000.0,El Sheikh Zayed,11500000.0,,2023-09-18 00:00:00,2023-09-20 09:50:00,2024-01-09 00:00:00,3,26.0,877.0,Primary,7.0,Duplex
2582,109699,1716000.0,New Capital City,3214000.0,,2022-07-05 00:00:00,,2022-07-05 00:00:00,21,9.0,494.0,Primary,,Apartment
8395,178462,12839734.0,El Sheikh Zayed,13000000.0,,2023-09-20 00:00:00,2023-09-24 08:58:00,2023-10-23 00:00:00,3,26.0,274.0,Primary,8.0,Duplex
10781,365357,3624600.0,New Cairo,3000000.0,,2023-12-27 00:00:00,,2023-12-28 00:00:00,21,2.0,1098.0,Primary,3.0,Apartment
11778,408079,,6th of October City,3500000.0,,,,,9,1.0,1130.0,,,Studio
11584,402596,,El Sheikh Zayed,6800000.0,,,,,21,26.0,822.0,,,Apartment
11586,53522,,6th of October City,13000000.0,,,,,21,1.0,437.0,,,Apartment
9508,323255,7134000.0,New Cairo,7134000.0,7134000.0,2023-10-23 00:00:00,2023-10-23 09:59:00,2023-10-25 00:00:00,21,2.0,148.0,Primary,8.0,Apartment
6530,194152,2468095.0,New Cairo,,2468095.0,2023-03-22 00:00:00,,2023-03-22 00:00:00,21,2.0,918.0,Nawy Now,5.0,Apartment
11587,340751,,New Cairo,6400000.0,,,,,21,2.0,1037.0,,,Apartment
11588,340751,,New Cairo,6400000.0,,,,,21,2.0,1037.0,,,Apartment
9354,300863,11148459.0,New Cairo,,11148459.0,2023-10-15 00:00:00,,2023-10-16 00:00:00,3,2.0,147.0,Primary,8.0,Duplex
5995,192317,2491000.0,Mostakbal City,,2491000.0,2023-02-21 00:00:00,,2023-02-27 00:00:00,21,10.0,892.0,Primary,10.0,Apartment
9782,263546,7739000.0,North Coast,7000000.0,,2023-11-02 00:00:00,2023-11-07 15:40:00,2023-11-13 00:00:00,5,3.0,84.0,Primary,8.0,Chalet
481,4230,1598111.0,,,,2017-02-23 00:00:00,,2017-02-23 00:00:00,21,,,,,Apartment
7390,224774,3834000.0,6th of October City,,3834000.0,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-06-12 00:00:00,21,1.0,258.0,Primary,8.0,Apartment
10864,228501,36649700.0,New Cairo,,36649700.0,2023-12-19 00:00:00,,2023-12-20 00:00:00,1,2.0,742.0,Primary,7.0,Villa
8304,67543,8485331.0,North Coast,,8485331.0,2023-08-20 00:00:00,2023-08-20 20:49:00,2023-08-24 00:00:00,5,3.0,238.0,Primary,7.0,Chalet
6450,123416,8502000.0,6th of October City,8500000.0,8502000.0,2023-03-13 00:00:00,,2023-03-19 00:00:00,21,1.0,822.0,Primary,7.0,Apartment
8996,207301,3684525.0,6th of October City,,3787000.0,2023-09-25 00:00:00,2023-09-26 13:30:00,2023-11-06 00:00:00,21,1.0,223.0,Primary,10.0,Apartment
6534,194152,2879445.0,New Cairo,,2879445.0,2023-03-22 00:00:00,,2023-03-22 00:00:00,21,2.0,918.0,Nawy Now,5.0,Apartment
11093,181892,8465000.0,New Cairo,,8465000.0,2023-12-28 00:00:00,,2023-12-31 00:00:00,21,2.0,209.0,Primary,5.0,Apartment
2352,97340,3480000.0,North Coast,,3480000.0,2022-05-25 00:00:00,,2022-09-26 00:00:00,5,3.0,692.0,Primary,,Chalet
2854,102595,5920943.0,New Cairo,5920943.0,5920943.0,2022-08-17 00:00:00,,2022-10-12 00:00:00,21,2.0,648.0,Primary,,Apartment
11469,396526,,6th of October City,6000000.0,,,,,21,1.0,422.0,,,Apartment
11470,386034,5578050.0,New Cairo,11499643.0,,2024-02-05 00:00:00,,2024-02-07 00:00:00,21,2.0,147.0,Primary,8.0,Apartment
10556,364166,17956400.0,North Coast,,17956400.0,2023-12-06 00:00:00,,2023-12-06 00:00:00,5,3.0,530.0,Developer Resale,0.0,Chalet
11300,385178,6072479.0,New Cairo,5000000.0,,2024-02-04 00:00:00,,2024-02-05 00:00:00,21,2.0,186.0,Primary,9.0,Apartment
7258,22115,8371000.0,New Cairo,,8371000.0,2023-05-28 00:00:00,2023-05-28 00:00:00,2023-06-18 00:00:00,8,2.0,345.0,Developer Commercial Sale,7.0,Office
2076,84756,4230000.0,North Coast,3000000.0,4230000.0,2022-05-23 00:00:00,,2022-10-04 00:00:00,5,3.0,692.0,Primary,,Chalet
2096,82929,2043252.0,New Capital City,,,2022-04-13 00:00:00,,2022-05-14 00:00:00,8,9.0,605.0,Primary,,Office
916,39964,2.0,North Coast,,,2021-08-03 00:00:00,,,5,3.0,45.0,,,Chalet
7902,70298,7167000.0,North Coast,,7167000.0,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-08-31 00:00:00,5,3.0,84.0,Primary,7.0,Chalet
8666,218064,2717000.0,Mostakbal City,2834000.0,,2023-09-17 00:00:00,,2023-10-02 00:00:00,21,10.0,202.0,Primary,7.0,Apartment
7943,265229,7110000.0,North Coast,,7110000.0,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-08-21 00:00:00,5,3.0,522.0,Primary,8.0,Chalet
7961,24098,4417000.0,North Coast,,4417000.0,2023-08-01 00:00:00,,2023-08-01 00:00:00,5,3.0,752.0,Primary,8.0,Chalet
2270,90512,2820000.0,Somabay,,,2022-05-14 00:00:00,,2022-05-14 00:00:00,5,6.0,373.0,Primary,,Chalet
2958,127397,1111000.0,New Cairo,1111000.0,1111000.0,2022-08-30 00:00:00,,2022-09-12 00:00:00,21,2.0,147.0,Primary,,Apartment
8198,272206,6194000.0,El Sheikh Zayed,6194000.0,,2023-08-09 00:00:00,,2023-08-14 00:00:00,21,26.0,823.0,Primary,10.0,Apartment
2328,96230,1752750.0,Ain Sokhna,,,2022-05-21 00:00:00,2022-05-22 00:00:00,2022-06-12 00:00:00,5,4.0,725.0,Primary,,Chalet
8203,255813,6835000.0,North Coast,,6835000.0,2023-08-13 00:00:00,2023-08-14 00:00:00,2023-08-17 00:00:00,5,3.0,505.0,Primary,8.0,Chalet
1295,58427,5825900.0,North Coast,,,2021-11-07 00:00:00,,,5,3.0,521.0,,,Chalet
7470,155766,5740547.0,North Coast,4500000.0,5741000.0,2023-06-22 00:00:00,2023-06-22 00:00:00,2023-08-22 00:00:00,5,3.0,305.0,Primary,9.0,Chalet
7965,247084,4303000.0,North Coast,,4303000.0,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-10 00:00:00,5,3.0,752.0,Primary,8.0,Chalet
10410,133692,,North Coast,6000000.0,,,,,5,3.0,293.0,,,Chalet
1886,68875,4690000.0,New Cairo,,,2022-03-13 00:00:00,,,8,2.0,345.0,,,Office
3017,63356,3752306.0,6th October,,,2022-03-24 00:00:00,,2022-09-05 00:00:00,21,1.0,391.0,Primary,,Apartment
7774,252704,3784519.0,New Cairo,,7569037.0,2023-07-17 00:00:00,2023-07-18 00:00:00,2023-08-09 00:00:00,21,2.0,754.0,Primary,6.0,Apartment
815,34784,800000.0,New Capital City,,,2021-05-27 00:00:00,,,8,9.0,474.0,,,Office
9541,329471,5017391.0,North Coast,,5017391.0,2023-10-23 00:00:00,2023-10-24 12:28:00,2023-11-22 00:00:00,5,3.0,521.0,Resale Buyer,0.0,Chalet
2367,94743,3105000.0,North Coast,,,2022-05-25 00:00:00,,,5,3.0,692.0,,,Chalet
874,39091,2367474.0,North Coast,,,2021-07-17 00:00:00,,,5,3.0,286.0,,,Chalet
11613,396576,,New Cairo,8000000.0,,,,,21,2.0,1116.0,,,Apartment
10466,348649,,Ain Sokhna,4000000.0,,,,,5,4.0,1028.0,,,Chalet
10337,327279,4311143.0,New Capital City,,4311143.0,2023-11-10 00:00:00,,2023-11-28 00:00:00,21,9.0,372.0,Primary,10.0,Apartment
2574,58277,7800000.0,North Coast,,,2022-06-14 00:00:00,,2022-06-29 00:00:00,5,3.0,717.0,Primary,,Chalet
7415,231895,3700000.0,North Coast,3700000.0,3700000.0,2023-06-10 00:00:00,2023-06-11 00:00:00,2023-07-30 00:00:00,5,3.0,752.0,Primary,8.0,Chalet
6691,207301,11884000.0,6th of October City,,7831000.0,2023-04-12 00:00:00,2023-04-14 00:00:00,2023-09-29 00:00:00,21,1.0,258.0,Primary,7.0,Apartment
1009,38757,3470000.0,North Coast,,,2021-09-06 00:00:00,,,5,3.0,528.0,,,Chalet
2613,111004,8543000.0,North Coast,6000000.0,,2022-08-02 00:00:00,2022-08-02 00:00:00,2022-08-17 00:00:00,5,3.0,510.0,Primary,,Chalet
1666,18106,2812340.0,North Coast,,,2022-02-07 00:00:00,,,5,3.0,528.0,,,Chalet
7608,240808,6110000.0,Ain Sokhna,5000000.0,,2023-09-14 00:00:00,2023-09-14 19:09:00,2023-10-08 00:00:00,5,4.0,1028.0,Primary,8.0,Chalet
913,40591,4438570.0,New Capital City,,,2021-08-02 00:00:00,,,8,9.0,456.0,,,Office
10500,7365,,North Coast,5000000.0,,,,,5,3.0,532.0,,,Chalet
912,40591,4438570.0,New Capital City,,,2021-08-02 00:00:00,,,8,9.0,456.0,,,Office
939,45564,5466900.0,North Coast,,,2021-08-06 00:00:00,,,5,3.0,,,,Chalet
10397,355992,,,,,,,,21,,,,,Apartment
10683,309119,12100000.0,North Coast,,12100000.0,2023-12-12 00:00:00,,2023-12-12 00:00:00,5,3.0,692.0,Primary,6.0,Chalet
9971,168356,,New Cairo,5500000.0,,,,,21,2.0,186.0,,,Apartment
11798,285558,67800000.0,New Cairo,,67800000.0,2023-02-01 00:00:00,2024-02-06 11:14:00,2024-02-07 00:00:00,10,2.0,1133.0,Developer Commercial Sale,5.0,Retail
2704,116023,1600000.0,Ain Sokhna,,,2022-07-28 00:00:00,,2022-07-28 00:00:00,5,4.0,728.0,Primary,,Chalet
10526,224357,1934200.0,North Coast,,1934200.0,2023-12-05 00:00:00,,2023-12-06 00:00:00,5,3.0,292.0,Primary,8.0,Chalet
2751,113418,7700000.0,North Coast,,7700000.0,2022-08-04 00:00:00,2022-08-04 00:00:00,2022-09-14 00:00:00,5,3.0,530.0,Primary,,Chalet
7938,263777,4373000.0,North Coast,,4373000.0,2023-07-29 00:00:00,2023-07-31 00:00:00,2023-08-11 00:00:00,5,3.0,493.0,Primary,5.0,Chalet
2108,67911,7974548.0,New Cairo,8000000.0,,2022-05-06 00:00:00,,2022-05-15 00:00:00,21,2.0,360.0,Primary,,Apartment
3219,135531,6485000.0,6th October,,6485000.0,2022-09-26 00:00:00,2022-09-26 00:00:00,2022-10-09 00:00:00,21,1.0,437.0,Primary,,Apartment
3226,129183,4500424.0,Mostakbal City,4500000.0,4500424.0,2022-09-27 00:00:00,2022-09-28 00:00:00,2022-09-27 00:00:00,21,10.0,196.0,Primary,,Apartment
7844,150710,2574720.0,New Capital City,2570000.0,,2023-07-24 00:00:00,,2023-08-13 00:00:00,8,9.0,656.0,Developer Commercial Sale,10.0,Office
8024,242808,5988622.0,North Coast,,5988622.0,2023-07-25 00:00:00,,2023-08-06 00:00:00,5,3.0,935.0,Primary,7.0,Chalet
8092,123895,10065000.0,North Coast,,10065000.0,2023-08-09 00:00:00,2023-08-09 00:00:00,2023-08-15 00:00:00,5,3.0,221.0,Primary,7.0,Chalet
11799,408400,6532495.0,New Cairo,6500009.0,,2024-02-06 00:00:00,2024-02-07 13:30:00,,21,2.0,147.0,Primary,,Apartment
2826,115563,3062500.0,North Coast,3000000.0,3062500.0,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-12-04 00:00:00,5,3.0,727.0,Primary,7.0,Chalet
9734,245970,11000000.0,North Coast,,11000000.0,2023-10-31 00:00:00,2023-11-01 09:37:00,2023-11-29 00:00:00,5,3.0,789.0,Primary,7.0,Chalet
11621,349572,,El Sheikh Zayed,9000000.0,,,,,10,26.0,1065.0,,,Retail
7981,124180,2415184.0,Ain Sokhna,,2415184.0,2023-08-02 00:00:00,,2023-08-03 00:00:00,5,4.0,315.0,Primary,8.0,Chalet
9965,143,7962604.0,,,7962604.0,,,2023-11-10 10:51:00,21,26.0,274.0,Primary,8.0,Apartment
2917,125170,2692500.0,North Coast,,2692500.0,2022-08-24 00:00:00,2022-08-24 00:00:00,2022-12-12 00:00:00,5,3.0,727.0,Primary,8.0,Chalet
2927,115724,3271000.0,North Coast,3271000.0,,2022-08-25 00:00:00,2022-08-25 00:00:00,2022-09-01 00:00:00,5,3.0,305.0,Primary,,Chalet
491,23634,3902113.0,Jefaira - The Furl,,,2020-06-11 00:00:00,,2020-06-15 00:00:00,5,,,,,Chalet
2930,52605,5651000.0,North Coast,,,2022-08-25 00:00:00,,2022-08-25 00:00:00,5,3.0,236.0,Primary,,Chalet
8588,83284,5080000.0,Ain Sokhna,5000000.0,,2023-09-14 00:00:00,2023-09-14 18:51:00,2023-10-10 00:00:00,5,4.0,87.0,Primary,8.0,Chalet
8640,259355,13024901.0,New Cairo,,13024901.0,2023-09-07 00:00:00,,2023-09-11 00:00:00,8,2.0,957.0,Developer Commercial Sale,5.0,Office
2970,116003,5931000.0,North Coast,,,2022-08-09 00:00:00,,2022-08-30 00:00:00,5,3.0,236.0,Primary,,Chalet
11804,401538,,North Coast,9500000.0,,,,,5,3.0,532.0,,,Chalet
2995,129620,2236000.0,North Coast,2000000.0,2236000.0,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-22 00:00:00,5,3.0,532.0,Primary,,Chalet
10236,204,6130763.0,,,6130763.0,,,2023-11-22 13:08:00,21,10.0,996.0,Primary,5.0,Apartment
10569,176561,4184150.0,El Sheikh Zayed,4000000.0,,2023-12-18 00:00:00,2023-12-19 14:32:00,2024-02-06 00:00:00,13,26.0,1065.0,Developer Commercial Sale,5.0,Clinic
3024,103510,1125750.0,Ain Sokhna,,,2022-06-14 00:00:00,,2022-09-06 00:00:00,5,4.0,725.0,Primary,,Chalet
3026,124760,4493000.0,Ain Sokhna,,,2022-09-01 00:00:00,,2022-09-06 00:00:00,5,4.0,88.0,Primary,,Chalet
3042,63445,5500000.0,North Coast,,,2022-09-08 00:00:00,,2022-09-08 00:00:00,5,3.0,530.0,Primary,,Chalet
10029,342525,11872729.0,Mostakbal City,,11872729.0,2023-11-13 00:00:00,,2023-11-14 00:00:00,21,10.0,1104.0,Primary,8.0,Apartment
3059,110805,4750000.0,Ain Sokhna,,4750000.0,2022-09-12 00:00:00,2022-09-12 00:00:00,2022-09-14 00:00:00,5,4.0,225.0,Primary,,Chalet
1738,54114,1707000.0,Ain Sokhna,,,2022-02-22 00:00:00,,2022-02-24 00:00:00,5,4.0,355.0,Primary,,Chalet
10325,221,5816106.0,,,5816106.0,,,2023-11-27 14:32:00,21,10.0,996.0,Primary,8.0,Apartment
3154,113534,21415000.0,New Cairo,,21415000.0,2022-09-20 00:00:00,2022-09-21 00:00:00,2022-10-11 00:00:00,8,2.0,345.0,Primary,,Office
9197,220442,11736658.0,New Cairo,,11489059.0,2023-10-09 00:00:00,2023-10-09 13:42:00,2023-10-15 00:00:00,8,2.0,469.0,Developer Commercial Sale,7.0,Office
1315,59354,2200000.0,6th October,2000000.0,,2021-11-14 00:00:00,,2021-11-14 00:00:00,21,1.0,223.0,Primary,,Apartment
3169,38936,3829000.0,North Coast,,3829000.0,2022-05-25 00:00:00,,2022-09-21 00:00:00,5,3.0,692.0,Primary,,Chalet
3188,91800,3403800.0,North Coast,,3403800.0,2022-05-24 00:00:00,,2022-09-22 00:00:00,5,3.0,692.0,Primary,,Chalet
3205,24976,4366500.0,New Capital City,8733000.0,8733000.0,2022-09-24 00:00:00,,2022-09-29 00:00:00,8,9.0,449.0,Primary,,Office
3214,93035,2075000.0,North Coast,,4150000.0,2022-08-07 00:00:00,,2022-09-25 00:00:00,5,3.0,716.0,Primary,,Chalet
3215,93035,2075000.0,North Coast,,4150000.0,2022-08-07 00:00:00,,2022-09-25 00:00:00,5,3.0,716.0,Primary,,Chalet
3246,7320,3430000.0,North Coast,,3430000.0,2022-07-17 00:00:00,2022-09-29 00:00:00,2022-10-22 00:00:00,5,3.0,692.0,Primary,,Chalet
11808,314225,,Mostakbal City,12000000.0,,,,,3,10.0,996.0,,,Duplex
3252,24976,4366500.0,New Capital City,8733000.0,8733000.0,2022-09-24 00:00:00,,2022-09-29 00:00:00,8,9.0,449.0,Primary,,Office
3266,138462,2175000.0,Ain Sokhna,,2175000.0,2022-09-29 00:00:00,2022-09-29 00:00:00,2022-10-18 00:00:00,5,4.0,87.0,Primary,,Chalet
3270,86676,3504000.0,North Coast,,3504000.0,2022-05-24 00:00:00,,2022-09-30 00:00:00,5,3.0,692.0,Primary,,Chalet
3294,139670,7480000.0,North Coast,,7480000.0,2022-10-04 00:00:00,2022-10-04 00:00:00,2022-10-20 00:00:00,5,3.0,530.0,Primary,,Chalet
3321,141430,3584000.0,North Coast,,3584000.0,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-12-04 00:00:00,5,3.0,692.0,Primary,7.0,Chalet
3324,117797,2200000.0,Ain Sokhna,,2200000.0,2022-09-28 00:00:00,,2022-10-09 00:00:00,5,4.0,87.0,Primary,,Chalet
3328,74909,2940000.0,North Coast,,2940000.0,2022-05-24 00:00:00,,2022-10-10 00:00:00,5,3.0,692.0,Primary,,Chalet
6673,201732,4394000.0,North Coast,4000000.0,4394000.0,2023-05-09 00:00:00,2023-05-14 00:00:00,2023-12-14 00:00:00,21,3.0,927.0,Primary,8.0,Apartment
3454,146219,2509000.0,North Coast,2658000.0,2509000.0,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-20 00:00:00,5,3.0,766.0,Primary,5.0,Chalet
3505,95187,4284000.0,Ain Sokhna,,4284000.0,2022-11-03 00:00:00,,2022-11-03 00:00:00,5,4.0,88.0,Primary,,Chalet
348,5952,2350000.0,,,,2018-08-12 00:00:00,,2018-08-12 00:00:00,5,,,,,Chalet
3509,143056,2270000.0,Ain Sokhna,2000000.0,2270000.0,2022-11-08 00:00:00,2022-11-09 00:00:00,2022-11-14 00:00:00,5,4.0,87.0,Primary,9.0,Chalet
9239,311659,3798250.0,New Capital City,,3798250.0,2023-10-10 00:00:00,,2023-10-10 00:00:00,21,9.0,867.0,Primary,6.0,Apartment
8334,217452,16295100.0,North Coast,,16295100.0,2023-08-07 00:00:00,,2023-08-23 00:00:00,5,3.0,530.0,Primary,6.0,Chalet
623,17843,3090000.0,Bay 7,,,2020-06-09 00:00:00,,2020-09-16 00:00:00,5,,,,,Chalet
8458,282338,2880000.0,New Capital City,2880000.0,,2023-08-31 00:00:00,,2023-09-03 00:00:00,8,9.0,604.0,Developer Commercial Sale,8.0,Office
643,23895,8118010.0,New Cairo,,,2020-11-03 00:00:00,,2020-11-03 00:00:00,8,,,,,Office
6660,63468,7559000.0,North Coast,4000000.0,7559000.0,2023-05-31 00:00:00,2023-05-31 00:00:00,2023-08-31 00:00:00,5,3.0,929.0,Primary,8.0,Chalet
564,23634,2016000.0,Caesar Bay,,,2020-08-24 00:00:00,,2020-09-17 00:00:00,5,,,,,Chalet
